ComplexName,SubunitName,RegulatedGene,RegulationType,NumOfSubunits
p50-p65 NF(kappa)B-SRC1 complex,RELA,YY1,Unknown,3
CBF-DNA complex,NFYA,ABCB1,Unknown,3
CBF-DNA complex,NFYB,ABCB1,Unknown,3
CBF-DNA complex,NFYC,ABCB1,Unknown,3
p32-CBF-DNA complex,NFYA,ABCB1,Unknown,4
p32-CBF-DNA complex,NFYB,ABCB1,Unknown,4
p32-CBF-DNA complex,NFYC,ABCB1,Unknown,4
CBF-DNA complex,NFYA,CCND2,Activation,3
CBF-DNA complex,NFYB,CCND2,Activation,3
CBF-DNA complex,NFYC,CCND2,Activation,3
p32-CBF-DNA complex,NFYA,CCND2,Activation,4
p32-CBF-DNA complex,NFYB,CCND2,Activation,4
p32-CBF-DNA complex,NFYC,CCND2,Activation,4
CBF-DNA complex,NFYA,CDKN1B,Activation,3
CBF-DNA complex,NFYB,CDKN1B,Activation,3
CBF-DNA complex,NFYC,CDKN1B,Activation,3
p32-CBF-DNA complex,NFYA,CDKN1B,Activation,4
p32-CBF-DNA complex,NFYB,CDKN1B,Activation,4
p32-CBF-DNA complex,NFYC,CDKN1B,Activation,4
CBF-DNA complex,NFYA,FAS,Unknown,3
CBF-DNA complex,NFYB,FAS,Unknown,3
CBF-DNA complex,NFYC,FAS,Unknown,3
p32-CBF-DNA complex,NFYA,FAS,Unknown,4
p32-CBF-DNA complex,NFYB,FAS,Unknown,4
p32-CBF-DNA complex,NFYC,FAS,Unknown,4
CBF-DNA complex,NFYA,FXR2,Activation,3
CBF-DNA complex,NFYB,FXR2,Activation,3
CBF-DNA complex,NFYC,FXR2,Activation,3
p32-CBF-DNA complex,NFYA,FXR2,Activation,4
p32-CBF-DNA complex,NFYB,FXR2,Activation,4
p32-CBF-DNA complex,NFYC,FXR2,Activation,4
CBF-DNA complex,NFYA,GFI1B,Unknown,3
CBF-DNA complex,NFYB,GFI1B,Unknown,3
CBF-DNA complex,NFYC,GFI1B,Unknown,3
p32-CBF-DNA complex,NFYA,GFI1B,Unknown,4
p32-CBF-DNA complex,NFYB,GFI1B,Unknown,4
p32-CBF-DNA complex,NFYC,GFI1B,Unknown,4
CBF-DNA complex,NFYA,HBB,Unknown,3
CBF-DNA complex,NFYB,HBB,Unknown,3
CBF-DNA complex,NFYC,HBB,Unknown,3
p32-CBF-DNA complex,NFYA,HBB,Unknown,4
p32-CBF-DNA complex,NFYB,HBB,Unknown,4
p32-CBF-DNA complex,NFYC,HBB,Unknown,4
CBF-DNA complex,NFYA,HOXB7,Unknown,3
CBF-DNA complex,NFYB,HOXB7,Unknown,3
CBF-DNA complex,NFYC,HOXB7,Unknown,3
p32-CBF-DNA complex,NFYA,HOXB7,Unknown,4
p32-CBF-DNA complex,NFYB,HOXB7,Unknown,4
p32-CBF-DNA complex,NFYC,HOXB7,Unknown,4
CBF-DNA complex,NFYA,LPIN1,Unknown,3
CBF-DNA complex,NFYB,LPIN1,Unknown,3
CBF-DNA complex,NFYC,LPIN1,Unknown,3
p32-CBF-DNA complex,NFYA,LPIN1,Unknown,4
p32-CBF-DNA complex,NFYB,LPIN1,Unknown,4
p32-CBF-DNA complex,NFYC,LPIN1,Unknown,4
CBF-DNA complex,NFYA,SOX18,Activation,3
CBF-DNA complex,NFYB,SOX18,Activation,3
CBF-DNA complex,NFYC,SOX18,Activation,3
p32-CBF-DNA complex,NFYA,SOX18,Activation,4
p32-CBF-DNA complex,NFYB,SOX18,Activation,4
p32-CBF-DNA complex,NFYC,SOX18,Activation,4
CBF-DNA complex,NFYA,SOX3,Unknown,3
CBF-DNA complex,NFYB,SOX3,Unknown,3
CBF-DNA complex,NFYC,SOX3,Unknown,3
p32-CBF-DNA complex,NFYA,SOX3,Unknown,4
p32-CBF-DNA complex,NFYB,SOX3,Unknown,4
p32-CBF-DNA complex,NFYC,SOX3,Unknown,4
CBF-DNA complex,NFYA,STK11,Unknown,3
CBF-DNA complex,NFYB,STK11,Unknown,3
CBF-DNA complex,NFYB,FOS,Unknown,3
CBF-DNA complex,NFYC,FOS,Unknown,3
OCT1-SOX2 DNA-protein complex,POU2F1,CCND1,Activation,2
OCT1-SOX2 DNA-protein complex,SOX2,CCND1,Unknown,2
hs4 enhancer complex (faster migrating complex),POU2F1,IL5,Unknown,5
hs4 enhancer complex (faster migrating complex),POU2F2,IL5,Unknown,5
hs4 enhancer complex (faster migrating complex),YY1,IL5,Activation,5
hs4 enhancer complex (faster migrating complex),YY1,IL5,Unknown,5
OCT4-SOX2 DNA-protein complex,POU5F1,BMP4,Repression,2
OCT4-SOX2 DNA-protein complex,SOX2,BMP4,Repression,2
OCT4-SOX2 DNA-protein complex,POU5F1,DKK1,Repression,2
OCT4-SOX2 DNA-protein complex,SOX2,DKK1,Activation,2
OCT4-SOX2 DNA-protein complex,POU5F1,FGF4,Activation,2
OCT4-SOX2 DNA-protein complex,SOX2,FGF4,Activation,2
OCT4-SOX2 DNA-protein complex,POU5F1,ITGA6,Activation,2
OCT4-SOX2 DNA-protein complex,SOX2,ITGA6,Activation,2
OCT4-SOX2 DNA-protein complex,POU5F1,L1TD1,Unknown,2
OCT4-SOX2 DNA-protein complex,SOX2,L1TD1,Unknown,2
OCT4-SOX2 DNA-protein complex,POU5F1,SEMA6A,Unknown,2
OCT4-SOX2 DNA-protein complex,SOX2,SEMA6A,Unknown,2
IKB(epsilon)-RELA-cREL complex,REL,BCL2A1,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,BCL2A1,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,BCL2A1,Unknown,3
IKB(beta)-RELA-cREL complex,REL,BCL2A1,Activation,3
IKB(beta)-RELA-cREL complex,RELA,BCL2A1,Activation,3
IKB(beta)-RELA-cREL complex,RELA,BCL2A1,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,BCL2A1,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,BCL2A1,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,BCL2A1,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,BIRC3,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,BIRC3,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,BIRC3,Repression,3
IKB(epsilon)-RELA-cREL complex,RELA,BIRC3,Unknown,3
IKB(beta)-RELA-cREL complex,REL,BIRC3,Activation,3
IKB(beta)-RELA-cREL complex,RELA,BIRC3,Activation,3
IKB(beta)-RELA-cREL complex,RELA,BIRC3,Repression,3
IKB(beta)-RELA-cREL complex,RELA,BIRC3,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,BIRC3,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,BIRC3,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,BIRC3,Repression,3
IKB(alpha)-RELA-cREL complex,RELA,BIRC3,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,CCL2,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,CCL2,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,CCL2,Unknown,3
IKB(beta)-RELA-cREL complex,REL,CCL2,Activation,3
IKB(beta)-RELA-cREL complex,RELA,CCL2,Activation,3
IKB(beta)-RELA-cREL complex,RELA,CCL2,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,CCL2,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,CCL2,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,CCL2,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,CCL5,Unknown,3
IKB(epsilon)-RELA-cREL complex,RELA,CCL5,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,CCL5,Unknown,3
IKB(beta)-RELA-cREL complex,REL,CCL5,Unknown,3
IKB(beta)-RELA-cREL complex,RELA,CCL5,Activation,3
IKB(beta)-RELA-cREL complex,RELA,CCL5,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,CCL5,Unknown,3
IKB(alpha)-RELA-cREL complex,RELA,CCL5,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,CCL5,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,CD40LG,Unknown,3
IKB(epsilon)-RELA-cREL complex,RELA,CD40LG,Unknown,3
IKB(beta)-RELA-cREL complex,REL,CD40LG,Unknown,3
IKB(beta)-RELA-cREL complex,RELA,CD40LG,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,CD40LG,Unknown,3
IKB(alpha)-RELA-cREL complex,RELA,CD40LG,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,CDKN1A,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,CDKN1A,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,CDKN1A,Repression,3
IKB(beta)-RELA-cREL complex,REL,CDKN1A,Activation,3
IKB(beta)-RELA-cREL complex,RELA,CDKN1A,Activation,3
IKB(beta)-RELA-cREL complex,RELA,CDKN1A,Repression,3
IKB(alpha)-RELA-cREL complex,REL,CDKN1A,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,CDKN1A,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,CDKN1A,Repression,3
IKB(epsilon)-RELA-cREL complex,REL,CRP,Unknown,3
IKB(epsilon)-RELA-cREL complex,RELA,CRP,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,CRP,Unknown,3
IKB(beta)-RELA-cREL complex,REL,CRP,Unknown,3
IKB(beta)-RELA-cREL complex,RELA,CRP,Activation,3
IKB(beta)-RELA-cREL complex,RELA,CRP,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,CRP,Unknown,3
IKB(alpha)-RELA-cREL complex,RELA,CRP,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,CRP,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,F3,Unknown,3
IKB(epsilon)-RELA-cREL complex,RELA,F3,Unknown,3
IKB(beta)-RELA-cREL complex,REL,F3,Unknown,3
IKB(beta)-RELA-cREL complex,RELA,F3,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,F3,Unknown,3
IKB(alpha)-RELA-cREL complex,RELA,F3,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,ICAM1,Unknown,3
IKB(epsilon)-RELA-cREL complex,RELA,ICAM1,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,ICAM1,Unknown,3
IKB(beta)-RELA-cREL complex,REL,ICAM1,Unknown,3
IKB(beta)-RELA-cREL complex,RELA,ICAM1,Activation,3
IKB(beta)-RELA-cREL complex,RELA,ICAM1,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,ICAM1,Unknown,3
IKB(alpha)-RELA-cREL complex,RELA,ICAM1,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,ICAM1,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,IER3,Unknown,3
IKB(epsilon)-RELA-cREL complex,RELA,IER3,Unknown,3
IKB(beta)-RELA-cREL complex,REL,IER3,Unknown,3
IKB(beta)-RELA-cREL complex,RELA,IER3,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,IER3,Unknown,3
IKB(alpha)-RELA-cREL complex,RELA,IER3,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,IL10,Unknown,3
IKB(epsilon)-RELA-cREL complex,RELA,IL10,Activation,3
IKB(beta)-RELA-cREL complex,REL,IL10,Unknown,3
IKB(beta)-RELA-cREL complex,RELA,IL10,Activation,3
IKB(alpha)-RELA-cREL complex,REL,IL10,Unknown,3
IKB(alpha)-RELA-cREL complex,RELA,IL10,Activation,3
IKB(epsilon)-RELA-cREL complex,REL,IL12B,Unknown,3
IKB(epsilon)-RELA-cREL complex,RELA,IL12B,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,IL12B,Unknown,3
IKB(beta)-RELA-cREL complex,REL,IL12B,Unknown,3
IKB(beta)-RELA-cREL complex,RELA,IL12B,Activation,3
IKB(beta)-RELA-cREL complex,RELA,IL12B,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,IL12B,Unknown,3
IKB(alpha)-RELA-cREL complex,RELA,IL12B,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,IL12B,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,IL1B,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,IL1B,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,IL1B,Unknown,3
IKB(beta)-RELA-cREL complex,REL,IL1B,Activation,3
IKB(beta)-RELA-cREL complex,RELA,IL1B,Activation,3
IKB(beta)-RELA-cREL complex,RELA,IL1B,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,IL1B,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,IL1B,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,IL1B,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,IL2,Unknown,3
IKB(epsilon)-RELA-cREL complex,RELA,IL2,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,IL2,Unknown,3
IKB(beta)-RELA-cREL complex,REL,IL2,Unknown,3
IKB(beta)-RELA-cREL complex,RELA,IL2,Activation,3
IKB(beta)-RELA-cREL complex,RELA,IL2,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,IL2,Unknown,3
IKB(alpha)-RELA-cREL complex,RELA,IL2,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,IL2,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,IL2RA,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,IL2RA,Unknown,3
IKB(beta)-RELA-cREL complex,REL,IL2RA,Activation,3
IKB(beta)-RELA-cREL complex,RELA,IL2RA,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,IL2RA,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,IL2RA,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,IL6,Repression,3
IKB(epsilon)-RELA-cREL complex,RELA,IL6,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,IL6,Repression,3
IKB(epsilon)-RELA-cREL complex,RELA,IL6,Unknown,3
IKB(beta)-RELA-cREL complex,REL,IL6,Repression,3
IKB(beta)-RELA-cREL complex,RELA,IL6,Activation,3
IKB(beta)-RELA-cREL complex,RELA,IL6,Repression,3
IKB(beta)-RELA-cREL complex,RELA,IL6,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,IL6,Repression,3
IKB(alpha)-RELA-cREL complex,RELA,IL6,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,IL6,Repression,3
IKB(alpha)-RELA-cREL complex,RELA,IL6,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,KLK3,Unknown,3
IKB(epsilon)-RELA-cREL complex,RELA,KLK3,Repression,3
IKB(beta)-RELA-cREL complex,REL,KLK3,Unknown,3
IKB(beta)-RELA-cREL complex,RELA,KLK3,Repression,3
IKB(alpha)-RELA-cREL complex,REL,KLK3,Unknown,3
IKB(alpha)-RELA-cREL complex,RELA,KLK3,Repression,3
IKB(epsilon)-RELA-cREL complex,REL,SELE,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,SELE,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,SELE,Unknown,3
IKB(beta)-RELA-cREL complex,REL,SELE,Activation,3
IKB(beta)-RELA-cREL complex,RELA,SELE,Activation,3
IKB(beta)-RELA-cREL complex,RELA,SELE,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,SELE,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,SELE,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,SELE,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,SOD2,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,SOD2,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,SOD2,Unknown,3
IKB(beta)-RELA-cREL complex,REL,SOD2,Activation,3
IKB(beta)-RELA-cREL complex,RELA,SOD2,Activation,3
IKB(beta)-RELA-cREL complex,RELA,SOD2,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,SOD2,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,SOD2,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,SOD2,Unknown,3
IKB(epsilon)-RELA-cREL complex,REL,TNFAIP3,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,TNFAIP3,Activation,3
IKB(epsilon)-RELA-cREL complex,RELA,TNFAIP3,Unknown,3
IKB(beta)-RELA-cREL complex,REL,TNFAIP3,Activation,3
IKB(beta)-RELA-cREL complex,RELA,TNFAIP3,Activation,3
IKB(beta)-RELA-cREL complex,RELA,TNFAIP3,Unknown,3
IKB(alpha)-RELA-cREL complex,REL,TNFAIP3,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,TNFAIP3,Activation,3
IKB(alpha)-RELA-cREL complex,RELA,TNFAIP3,Unknown,3
RELA-STAT3 complex,RELA,ABCA1,Repression,2
RELA-STAT3 complex,STAT3,ABCA1,Unknown,2
RELA-STAT3 complex,RELA,AKT1,Repression,2
RELA-STAT3 complex,STAT3,AKT1,Unknown,2
RELA-STAT3 complex,RELA,AR,Repression,2
RELA-STAT3 complex,RELA,AR,Unknown,2
RELA-STAT3 complex,STAT3,AR,Unknown,2
RELA-STAT3 complex,RELA,BCL2,Activation,2
RELA-STAT3 complex,RELA,BCL2,Repression,2
RELA-STAT3 complex,RELA,BCL2,Unknown,2
RELA-STAT3 complex,STAT3,BCL2,Activation,2
RELA-STAT3 complex,STAT3,BCL2,Repression,2
RELA-STAT3 complex,STAT3,BCL2,Unknown,2
RELA-STAT3 complex,RELA,BCL2L1,Activation,2
RELA-STAT3 complex,RELA,BCL2L1,Repression,2
RELA-STAT3 complex,RELA,BCL2L1,Unknown,2
RELA-STAT3 complex,STAT3,BCL2L1,Activation,2
RELA-STAT3 complex,STAT3,BCL2L1,Repression,2
RELA-STAT3 complex,STAT3,BCL2L1,Unknown,2
RELA-STAT3 complex,RELA,BIRC5,Activation,2
RELA-STAT3 complex,RELA,BIRC5,Unknown,2
RELA-STAT3 complex,STAT3,BIRC5,Activation,2
RELA-STAT3 complex,STAT3,BIRC5,Unknown,2
RELA-STAT3 complex,RELA,CCL11,Activation,2
RELA-STAT3 complex,RELA,CCL11,Unknown,2
RELA-STAT3 complex,STAT3,CCL11,Activation,2
RELA-STAT3 complex,STAT3,CCL11,Unknown,2
RELA-STAT3 complex,RELA,CCL2,Activation,2
RELA-STAT3 complex,RELA,CCL2,Unknown,2
RELA-STAT3 complex,STAT3,CCL2,Activation,2
RELA-STAT3 complex,RELA,CCND1,Activation,2
RELA-STAT3 complex,RELA,CCND1,Repression,2
RELA-STAT3 complex,RELA,CCND1,Unknown,2
RELA-STAT3 complex,STAT3,CCND1,Activation,2
RELA-STAT3 complex,STAT3,CCND1,Repression,2
RELA-STAT3 complex,STAT3,CCND1,Unknown,2
RELA-STAT3 complex,RELA,CCND2,Activation,2
RELA-STAT3 complex,STAT3,CCND2,Unknown,2
RELA-STAT3 complex,RELA,CDH1,Activation,2
RELA-STAT3 complex,STAT3,CDH1,Unknown,2
RELA-STAT3 complex,RELA,CDK4,Activation,2
RELA-STAT3 complex,STAT3,CDK4,Activation,2
RELA-STAT3 complex,RELA,CDKN1A,Activation,2
RELA-STAT3 complex,RELA,CDKN1A,Repression,2
RELA-STAT3 complex,STAT3,CDKN1A,Activation,2
RELA-STAT3 complex,STAT3,CDKN1A,Unknown,2
RELA-STAT3 complex,RELA,CFLAR,Activation,2
RELA-STAT3 complex,RELA,CFLAR,Repression,2
RELA-STAT3 complex,RELA,CFLAR,Unknown,2
RELA-STAT3 complex,STAT3,CFLAR,Unknown,2
RELA-STAT3 complex,RELA,CRP,Activation,2
RELA-STAT3 complex,RELA,CRP,Unknown,2
RELA-STAT3 complex,STAT3,CRP,Activation,2
RELA-STAT3 complex,STAT3,CRP,Unknown,2
RELA-STAT3 complex,RELA,CXCL8,Activation,2
RELA-STAT3 complex,RELA,CXCL8,Repression,2
RELA-STAT3 complex,RELA,CXCL8,Unknown,2
RELA-STAT3 complex,STAT3,CXCL8,Unknown,2
RELA-STAT3 complex,RELA,CYP19A1,Repression,2
RELA-STAT3 complex,STAT3,CYP19A1,Unknown,2
RELA-STAT3 complex,RELA,EGFR,Activation,2
RELA-STAT3 complex,STAT3,EGFR,Activation,2
RELA-STAT3 complex,RELA,EPAS1,Activation,2
RELA-STAT3 complex,STAT3,EPAS1,Unknown,2
RELA-STAT3 complex,RELA,FAS,Activation,2
RELA-STAT3 complex,RELA,FAS,Repression,2
RELA-STAT3 complex,RELA,FAS,Unknown,2
RELA-STAT3 complex,STAT3,FAS,Activation,2
RELA-STAT3 complex,STAT3,FAS,Repression,2
RELA-STAT3 complex,RELA,GFAP,Activation,2
RELA-STAT3 complex,RELA,GFAP,Unknown,2
RELA-STAT3 complex,STAT3,GFAP,Activation,2
RELA-STAT3 complex,STAT3,GFAP,Unknown,2
RELA-STAT3 complex,RELA,HIF1A,Unknown,2
RELA-STAT3 complex,STAT3,HIF1A,Activation,2
RELA-STAT3 complex,STAT3,HIF1A,Unknown,2
RELA-STAT3 complex,RELA,HMOX1,Unknown,2
RELA-STAT3 complex,STAT3,HMOX1,Activation,2
RELA-STAT3 complex,RELA,ICAM1,Activation,2
RELA-STAT3 complex,RELA,ICAM1,Unknown,2
RELA-STAT3 complex,STAT3,ICAM1,Unknown,2
RELA-STAT3 complex,RELA,IFNG,Activation,2
RELA-STAT3 complex,RELA,IFNG,Unknown,2
RELA-STAT3 complex,STAT3,IFNG,Repression,2
RELA-STAT3 complex,RELA,IL10,Activation,2
RELA-STAT3 complex,STAT3,IL10,Activation,2
RELA-STAT3 complex,STAT3,IL10,Unknown,2
RELA-STAT3 complex,RELA,IL1RN,Activation,2
RELA-STAT3 complex,STAT3,IL1RN,Activation,2
RELA-STAT3 complex,RELA,IL2,Activation,2
RELA-STAT3 complex,RELA,IL2,Unknown,2
RELA-STAT3 complex,STAT3,IL2,Activation,2
RELA-STAT3 complex,RELA,IL2RA,Unknown,2
RELA-STAT3 complex,STAT3,IL2RA,Unknown,2
RELA-STAT3 complex,RELA,IL6,Activation,2
RELA-STAT3 complex,RELA,IL6,Repression,2
RELA-STAT3 complex,RELA,IL6,Unknown,2
RELA-STAT3 complex,STAT3,IL6,Activation,2
RELA-STAT3 complex,STAT3,IL6,Repression,2
RELA-STAT3 complex,STAT3,IL6,Unknown,2
RELA-STAT3 complex,RELA,IRF1,Activation,2
RELA-STAT3 complex,RELA,IRF1,Unknown,2
RELA-STAT3 complex,STAT3,IRF1,Activation,2
RELA-STAT3 complex,STAT3,IRF1,Unknown,2
RELA-STAT3 complex,RELA,JUNB,Activation,2
RELA-STAT3 complex,STAT3,JUNB,Activation,2
RELA-STAT3 complex,RELA,MCL1,Activation,2
RELA-STAT3 complex,RELA,MCL1,Repression,2
RELA-STAT3 complex,RELA,MCL1,Unknown,2
RELA-STAT3 complex,STAT3,MCL1,Activation,2
RELA-STAT3 complex,STAT3,MCL1,Repression,2
RELA-STAT3 complex,STAT3,MCL1,Unknown,2
RELA-STAT3 complex,RELA,MICA,Unknown,2
RELA-STAT3 complex,STAT3,MICA,Repression,2
RELA-STAT3 complex,RELA,MMP1,Activation,2
RELA-STAT3 complex,RELA,MMP1,Unknown,2
RELA-STAT3 complex,STAT3,MMP1,Unknown,2
RELA-STAT3 complex,RELA,MMP14,Activation,2
RELA-STAT3 complex,STAT3,MMP14,Unknown,2
RELA-STAT3 complex,RELA,MMP2,Activation,2
RELA-STAT3 complex,STAT3,MMP2,Activation,2
RELA-STAT3 complex,STAT3,MMP2,Repression,2
RELA-STAT3 complex,STAT3,MMP2,Unknown,2
RELA-STAT3 complex,RELA,MMP3,Unknown,2
RELA-STAT3 complex,STAT3,MMP3,Unknown,2
RELA-STAT3 complex,RELA,MMP9,Activation,2
RELA-STAT3 complex,RELA,MMP9,Repression,2
RELA-STAT3 complex,RELA,MMP9,Unknown,2
RELA-STAT3 complex,STAT3,MMP9,Repression,2
RELA-STAT3 complex,RELA,MUC5B,Unknown,2
RELA-STAT3 complex,STAT3,MUC5B,Unknown,2
RELA-STAT3 complex,RELA,MYC,Activation,2
RELA-STAT3 complex,RELA,MYC,Repression,2
RELA-STAT3 complex,RELA,MYC,Unknown,2
RELA-STAT3 complex,STAT3,MYC,Activation,2
RELA-STAT3 complex,STAT3,MYC,Repression,2
RELA-STAT3 complex,STAT3,MYC,Unknown,2
RELA-STAT3 complex,RELA,NOX4,Activation,2
RELA-STAT3 complex,STAT3,NOX4,Unknown,2
RELA-STAT3 complex,RELA,NOX5,Activation,2
RELA-STAT3 complex,STAT3,NOX5,Activation,2
RELA-STAT3 complex,RELA,PPARA,Unknown,2
RELA-STAT3 complex,STAT3,PPARA,Activation,2
RELA-STAT3 complex,RELA,PTEN,Activation,2
RELA-STAT3 complex,RELA,PTEN,Repression,2
RELA-STAT3 complex,STAT3,PTEN,Activation,2
RELA-STAT3 complex,RELA,PTGS2,Activation,2
RELA-STAT3 complex,RELA,PTGS2,Repression,2
RELA-STAT3 complex,RELA,PTGS2,Unknown,2
RELA-STAT3 complex,STAT3,PTGS2,Activation,2
RELA-STAT3 complex,STAT3,PTGS2,Unknown,2
RELA-STAT3 complex,RELA,PTPN13,Unknown,2
RELA-STAT3 complex,STAT3,PTPN13,Activation,2
RELA-STAT3 complex,RELA,PTPN6,Unknown,2
RELA-STAT3 complex,STAT3,PTPN6,Repression,2
RELA-STAT3 complex,STAT3,PTPN6,Unknown,2
RELA-STAT3 complex,RELA,SAA1,Unknown,2
RELA-STAT3 complex,STAT3,SAA1,Unknown,2
RELA-STAT3 complex,RELA,SOCS3,Unknown,2
RELA-STAT3 complex,STAT3,SOCS3,Activation,2
RELA-STAT3 complex,STAT3,SOCS3,Unknown,2
RELA-STAT3 complex,RELA,STAT1,Unknown,2
RELA-STAT3 complex,STAT3,STAT1,Activation,2
RELA-STAT3 complex,RELA,TERT,Unknown,2
RELA-STAT3 complex,STAT3,TERT,Activation,2
RELA-STAT3 complex,RELA,TIMP1,Repression,2
RELA-STAT3 complex,STAT3,TIMP1,Activation,2
RELA-STAT3 complex,STAT3,TIMP1,Unknown,2
RELA-STAT3 complex,RELA,TNFRSF10B,Activation,2
RELA-STAT3 complex,RELA,TNFRSF10B,Unknown,2
RELA-STAT3 complex,STAT3,TNFRSF10B,Repression,2
RELA-STAT3 complex,RELA,TP53,Unknown,2
RELA-STAT3 complex,STAT3,TP53,Unknown,2
RELA-STAT3 complex,RELA,TWIST1,Activation,2
RELA-STAT3 complex,STAT3,TWIST1,Unknown,2
RELA-STAT3 complex,STAT3,TWIST1,Activation,2
RELA-STAT3 complex,STAT3,TWIST1,Unknown,2
RELA-STAT3 complex,RELA,VEGFA,Activation,2
RELA-STAT3 complex,RELA,VEGFA,Repression,2
RELA-STAT3 complex,RELA,VEGFA,Unknown,2
RELA-STAT3 complex,STAT3,VEGFA,Unknown,2
RELA-STAT3 complex,STAT3,VEGFA,Activation,2
RELA-STAT3 complex,STAT3,VEGFA,Repression,2
RELA-STAT3 complex,STAT3,VEGFA,Unknown,2
RFX5-RFXANK-RFXAP complex,RFX5,HLA-DMA,Unknown,3
RFX5-RFXANK-RFXAP complex,RFXANK,HLA-DMA,Unknown,3
RFX5-RFXANK-RFXAP complex,RFX5,HLA-DMB,Unknown,3
RFX5-RFXANK-RFXAP complex,RFXANK,HLA-DMB,Unknown,3
RFX5-RFXANK-RFXAP complex,RFX5,HLA-DOA,Unknown,3
RFX5-RFXANK-RFXAP complex,RFXANK,HLA-DOA,Unknown,3
RFX5-RFXANK-RFXAP complex,RFX5,HLA-DOB,Unknown,3
RFX5-RFXANK-RFXAP complex,RFXANK,HLA-DOB,Unknown,3
